PC_TIME,TIME,TIME_TICK,BPOGX,BPOGY,BPOGV
1784418643.6392,497.73761,5383623073,0.47305,0.23607,1
1784418643.6456,497.74402,5383687009,0.47330,0.25365,1
1784418643.6526,497.75107,5383757462,0.47246,0.24679,1
1784418643.6592,497.75760,5383823031,0.47906,0.24512,1
1784418643.6660,497.76440,5383891091,0.47694,0.24555,1
1784418643.6730,497.77145,5383961435,0.47679,0.24159,1
1784418643.6793,497.77771,5384024011,0.47468,0.22090,1
1784418643.6860,497.78442,5384091160,0.47271,0.22021,1
1784418643.6927,497.79111,5384158130,0.47275,0.22328,1
1784418643.6995,497.79797,5384226625,0.47354,0.22745,1
1784418643.7061,497.80457,5384292424,0.47299,0.23989,1
1784418643.7128,497.81122,5384358947,0.47460,0.25080,1
1784418643.7195,497.81790,5384425967,0.47314,0.25122,1
1784418643.7263,497.82468,5384493727,0.47390,0.26333,1
1784418643.7329,497.83130,5384559913,0.47228,0.25267,1
1784418643.7396,497.83804,5384627479,0.47287,0.22586,1
1784418643.7463,497.84476,5384694465,0.47633,0.22779,1
1784418643.7530,497.85144,5384761170,0.47644,0.22873,1
1784418643.7597,497.85809,5384827842,0.47493,0.23566,1
1784418643.7664,497.86481,5384895035,0.47656,0.24131,1
1784418643.7729,497.87128,5384959800,0.47656,0.24131,1
1784418643.7798,497.87823,5385029259,0.47962,0.22627,1
1784418643.7862,497.88467,5385093647,0.46963,0.22730,1
1784418643.7932,497.89163,5385163158,0.46984,0.23090,1
1784418643.7997,497.89810,5385227835,0.46685,0.24104,1
1784418643.8064,497.90479,5385294620,0.46726,0.25001,1
1784418643.8133,497.91177,5385364712,0.46796,0.25334,1
1784418643.8198,497.91818,5385428757,0.47351,0.25177,1
1784418643.8268,497.92520,5385498793,0.46924,0.24948,1
1784418643.8333,497.93176,5385564623,0.46925,0.24953,1
1784418643.8401,497.93851,5385632088,0.47511,0.24793,1
1784418643.8465,497.94495,5385696295,0.48159,0.26018,1
1784418643.8534,497.95187,5385765526,0.48159,0.26018,1
1784418643.8599,497.95837,5385830524,0.48760,0.25315,1
1784418643.8669,497.96530,5385899849,0.51687,0.23999,1
1784418643.8737,497.97211,5385967943,0.51634,0.23296,1
1784418643.8805,497.97891,5386035939,0.54215,0.23671,1
1784418643.8871,497.98550,5386102001,0.53928,0.25422,1
1784418643.8934,497.99185,5386165356,0.53958,0.26452,1
1784418643.9004,497.99881,5386234918,0.54318,0.27801,1
1784418643.9069,498.00528,5386299665,0.55000,0.29147,1
1784418643.9139,498.01230,5386369811,0.55041,0.29493,1
1784418643.9204,498.01883,5386435344,0.54701,0.28258,1
1784418643.9271,498.02557,5386502763,0.53876,0.27708,1
